0, 1
00, 1
000, 37
001, 1
0n, 2
1, 849
10, 47
100, 4
101, 2
102, 2
103, 2
104, 2
105, 2
106, 2
107, 3
108, 2
109, 2
10th, 1
11, 47
110, 2
111, 2
11161, 1
112, 2
113, 2
114, 2
115, 2
116, 2
117, 2
118, 2
11859, 1
119, 2
12, 98
120, 4
121, 2
122, 2
123, 2
124, 2
125, 2
126, 2
127, 3
128, 2
129, 2
12th, 3
13, 23
130, 3
131, 2
132, 2
133, 2
134, 2
135, 2
136, 2
137, 2
138, 2
139, 2
13th, 13
14, 26
140, 2
141, 2
1414, 1
142, 2
143, 2
144, 5
145, 2
146, 2
147, 2
1479, 1
148, 6
149, 2
14th, 2
15, 45
150, 4
150years, 1
151, 2
152, 2
153, 2
154, 2
155, 2
156, 2
157, 2
158, 2
159, 2
15th, 3
16, 44
160, 4
161, 2
162, 2
163, 2
164, 2
165, 2
166, 2
167, 2
168, 2
169, 2
1692, 1
17, 24
170, 2
171, 3
172, 2
173, 2
174, 2
175, 2
176, 2
177, 2
178, 2
1781, 1
179, 2
17th, 2
18, 16
180, 2
181, 2
182, 2
1820, 1
1824, 1
1825, 1
183, 2
1830, 1
1832, 1
1838, 1
1839, 1
184, 2
1840, 1
1844, 2
1847, 1
1848, 1
1849, 3
185, 2
1850, 1
1854, 2
1856, 1
1857, 2
1858, 1
186, 2
1860, 1
1863, 1
1864, 1
1865, 2
1866, 5
1868, 1
1869, 2
187, 2
1870, 1
1871, 3
1873, 2
1879, 1
188, 2
1880, 2
1883, 1
1884, 1
1885, 1
1886, 1
1888, 2
1889, 2
189, 2
1891, 1
1892, 2
1893, 2
1895, 1
1896, 2
1897, 3
1898, 1
1899, 3
18th, 2
19, 33
190, 3
1900, 3
1901, 1
1902, 3
1904, 1
1905, 3
1906, 2
1907, 6
1908, 11
1909, 8
191, 2
1910, 4
1912, 2
1913, 3
1914, 4
1915, 14
1916, 5
1917, 12
1918, 10
1919, 33
192, 2
1920, 528
1921, 635
19215, 1
1923, 1
1925, 1
1926, 3
1927, 3
1928, 2
1929, 1
192l, 1
193, 2
1930, 1
1931, 3
1932, 1
1933, 4
1935, 1
1936, 1
1937, 2
1938, 2
1939, 1
194, 2
1940, 1
1941, 2
1942, 1
1943, 1
1944, 1
1946, 2
1948, 1
195, 2
1951, 1
1953, 1
1958, 3
1959, 1
196, 2
1963, 1
197, 2
1976, 1
1977, 2
198, 2
199, 2
1about, 1
1after, 1
1andhra, 1
1at, 1
1chakravarti, 1
1no, 1
1of, 1
1st, 7
1vide, 11
2, 558
20, 44
200, 6
201, 2
202, 2
203, 2
204, 2
205, 2
206, 2
207, 2
208, 2
209, 2
20th, 2
21, 29
210, 3
211, 2
212, 2
213, 2
214, 2
215, 2
216, 2
217, 2
218, 2
219, 2
21st, 2
22, 287
220, 2
221, 2
222, 2
223, 2
2233, 1
224, 2
2243, 1
225, 2
226, 2
227, 2
228, 2
229, 2
23, 283
230, 2
231, 2
232, 2
233, 2
234, 2
235, 2
236, 2
237, 2
238, 2
239, 3
24, 19
240, 2
241, 2
242, 2
243, 2
244, 2
245, 2
246, 2
247, 2
248, 2
249, 2
24th, 1
25, 38
250, 3
251, 2
252, 2
253, 2
254, 2
255, 2
256, 2
257, 2
258, 2
259, 2
25th, 1
26, 30
260, 2
2608, 1
261, 2
262, 2
263, 2
264, 2
265, 2
266, 2
267, 2
268, 2
269, 2
27, 22
270, 2
271, 2
272, 2
273, 2
274, 2
275, 1
276, 1
277, 1
278, 1
279, 1
28, 20
280, 1
281, 1
282, 1
283, 1
284, 1
285, 1
286, 1
287, 1
288, 1
289, 1
28th, 1
29, 31
290, 1
291, 1
292, 1
293, 1
294, 1
295, 1
296, 1
297, 1
298, 1
299, 1
29th, 3
2a, 1
2all, 1
2nd, 1
2vide, 2
3, 323
30, 40
300, 4
301, 1
302, 1
303, 1
304, 1
305, 1
306, 1
307, 1
308, 1
3080, 1
309, 1
30th, 19
31, 14
310, 1
311, 1
312, 1
313, 1
314, 1
315, 2
316, 1
317, 1
318, 1
319, 1
31st, 3
32, 3
320, 1
321, 1
322, 1
323, 1
324, 1
325, 1
326, 1
327, 1
32702, 1
32737, 1
32740, 1
32741, 1
32768, 1
328, 1
329, 1
33, 4
330, 1
331, 1
332, 2
333, 1
334, 1
335, 1
336, 1
337, 1
338, 1
339, 1
34, 3
340, 1
341, 1
342, 1
343, 1
344, 1
345, 1
346, 1
347, 1
348, 1
349, 1
35, 12
350, 2
351, 1
352, 1
353, 1
354, 1
355, 1
356, 1
357, 1
358, 1
359, 1
35th, 2
36, 4
360, 1
361, 1
362, 1
363, 1
364, 1
365, 1
366, 1
367, 1
368, 1
369, 1
36th, 1
37, 2
370, 1
371, 1
372, 1
373, 1
374, 1
375, 1
376, 1
377, 1
378, 1
379, 1
38, 3
380, 1
381, 1
382, 1
383, 1
384, 1
385, 1
386, 1
387, 1
388, 1
389, 1
39, 2
390, 1
391, 1
392, 1
393, 1
394, 1
395, 1
396, 1
397, 1
398, 1
399, 1
39a, 1
3c, 1
3lst, 1
3rd, 2
3vide, 3
4, 179
40, 8
400, 2
401, 1
402, 1
403, 1
404, 1
405, 1
406, 1
407, 1
408, 1
409, 1
41, 2
410, 1
411, 1
412, 1
413, 1
414, 2
415, 1
416, 1
417, 1
418, 1
419, 1
42, 3
420, 1
421, 1
422, 1
423, 1
424, 1
425, 1
426, 1
427, 1
428, 1
429, 1
43, 2
430, 1
431, 1
432, 1
433, 1
434, 1
435, 1
436, 1
437, 1
438, 1
439, 1
44, 2
440, 1
441, 1
442, 1
443, 1
444, 1
445, 1
446, 1
447, 1
448, 1
449, 1
45, 5
450, 1
451, 1
452, 1
453, 1
454, 1
455, 1
456, 1
457, 1
458, 1
459, 1
46, 2
460, 1
461, 1
462, 1
463, 1
464, 1
465, 1
466, 1
467, 1
468, 1
469, 1
47, 2
470, 1
471, 1
472, 1
473, 1
474, 1
475, 1
476, 1
477, 1
478, 1
479, 1
48, 3
480, 1
481, 1
482, 1
483, 1
484, 1
485, 1
486, 1
487, 1
488, 1
489, 1
49, 2
490, 1
491, 1
492, 1
493, 1
494, 1
495, 1
496, 1
497, 1
498, 1
499, 1
4amrita, 1
4th, 4
5, 361
50, 17
